#proteinId	gotermId	goName	gotermType	goAcc
5	3028	porphobilinogen synthase activity	molecular_function	GO:0004655
1933	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1933	5939	zinc ion binding	molecular_function	GO:0008270
1934	9321	integral to membrane	cellular_component	GO:0016021
1935	2196	transcription factor activity	molecular_function	GO:0003700
1935	3838	nucleus	cellular_component	GO:0005634
1935	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1937	2216	RNA binding	molecular_function	GO:0003723
1937	4541	RNA processing	biological_process	GO:0006396
1939	2227	structural constituent of ribosome	molecular_function	GO:0003735
1939	3827	intracellular	cellular_component	GO:0005622
1939	4025	ribosome	cellular_component	GO:0005840
1939	4556	translation	biological_process	GO:0006412
1940	9907	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	molecular_function	GO:0016706
1940	11802	protein metabolic process	biological_process	GO:0019538
1941	3727	protein binding	molecular_function	GO:0005515
1941	3930	cytoplasm	cellular_component	GO:0005737
1944	4639	proteolysis	biological_process	GO:0006508
1944	5905	peptidase activity	molecular_function	GO:0008233
1947	3642	sugar:hydrogen symporter activity	molecular_function	GO:0005351
1947	6276	carbohydrate transport	biological_process	GO:0008643
1947	9320	membrane	cellular_component	GO:0016020
1947	3546	transporter activity	molecular_function	GO:0005215
1947	4927	transport	biological_process	GO:0006810
1947	9321	integral to membrane	cellular_component	GO:0016021
1952	3727	protein binding	molecular_function	GO:0005515
1952	4595	protein complex assembly	biological_process	GO:0006461
1952	4994	intracellular protein transport	biological_process	GO:0006886
1952	9480	vesicle-mediated transport	biological_process	GO:0016192
1952	13011	membrane coat	cellular_component	GO:0030117
1952	6212	protein transporter activity	molecular_function	GO:0008565
1952	13025	clathrin adaptor complex	cellular_component	GO:0030131
1952	3708	binding	molecular_function	GO:0005488
1955	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1955	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1955	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1955	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1955	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1956	5830	metabolic process	biological_process	GO:0008152
1956	3740	sugar binding	molecular_function	GO:0005529
1956	4143	carbohydrate metabolic process	biological_process	GO:0005975
1956	2766	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	molecular_function	GO:0004360
1956	3930	cytoplasm	cellular_component	GO:0005737
1956	9350	carbohydrate biosynthetic process	biological_process	GO:0016051
1958	4283	electron transport	biological_process	GO:0006118
1958	9710	oxidoreductase activity	molecular_function	GO:0016491
1958	648	sulfonate dioxygenase activity	molecular_function	GO:0000907
1958	7860	2-oxoglutarate-dependent dioxygenase activity	molecular_function	GO:0010302
1958	10908	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	GO:0018602
1958	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
1958	19199	DNA-N1-methyladenine dioxygenase activity	molecular_function	GO:0043734
1959	2175	nucleic acid binding	molecular_function	GO:0003676
1959	2914	ribonuclease H activity	molecular_function	GO:0004523
1960	5721	tRNA processing	biological_process	GO:0008033
1960	10306	tRNA dihydrouridine synthase activity	molecular_function	GO:0017150
1960	23919	FAD binding	molecular_function	GO:0050660
1961	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
1961	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
1961	21355	hydrogen ion transporting ATP synthase activity, rotational mechanism	molecular_function	GO:0046933
1961	21380	hydrogen ion transporting ATPase activity, rotational mechanism	molecular_function	GO:0046961
1962	2175	nucleic acid binding	molecular_function	GO:0003676
1962	3736	ATP binding	molecular_function	GO:0005524
1962	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1962	2792	helicase activity	molecular_function	GO:0004386
1966	2175	nucleic acid binding	molecular_function	GO:0003676
1966	3827	intracellular	cellular_component	GO:0005622
1966	5939	zinc ion binding	molecular_function	GO:0008270
1969	2216	RNA binding	molecular_function	GO:0003723
1970	5830	metabolic process	biological_process	GO:0008152
1970	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
1970	24535	NAD binding	molecular_function	GO:0051287
1970	22441	cofactor binding	molecular_function	GO:0048037
1970	6489	gluconate 2-dehydrogenase activity	molecular_function	GO:0008873
1970	6491	gluconate dehydrogenase activity	molecular_function	GO:0008875
1971	5830	metabolic process	biological_process	GO:0008152
1971	9710	oxidoreductase activity	molecular_function	GO:0016491
1971	9837	protochlorophyllide reductase activity	molecular_function	GO:0016630
1973	22360	glycerol 2-dehydrogenase (NADP+) activity	molecular_function	GO:0047953
1974	2888	monooxygenase activity	molecular_function	GO:0004497
1974	3721	iron ion binding	molecular_function	GO:0005506
1974	4283	electron transport	biological_process	GO:0006118
1974	12251	heme binding	molecular_function	GO:0020037
1975	2334	4-hydroxyphenylpyruvate dioxygenase activity	molecular_function	GO:0003868
1975	6681	aromatic amino acid family metabolic process	biological_process	GO:0009072
1978	5005	endocytosis	biological_process	GO:0006897
1978	9320	membrane	cellular_component	GO:0016020
1979	2228	translation initiation factor activity	molecular_function	GO:0003743
1979	3737	GTP binding	molecular_function	GO:0005525
1979	3827	intracellular	cellular_component	GO:0005622
1979	4557	translational initiation	biological_process	GO:0006413
1979	2378	GTPase activity	molecular_function	GO:0003924
1981	3736	ATP binding	molecular_function	GO:0005524
1981	4927	transport	biological_process	GO:0006810
1981	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
1981	9320	membrane	cellular_component	GO:0016020
1981	4929	cation transport	biological_process	GO:0006812
1981	9298	proton transport	biological_process	GO:0015992
1981	9321	integral to membrane	cellular_component	GO:0016021
1981	10082	ATPase activity	molecular_function	GO:0016887
1981	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
1981	6204	hydrogen-exporting ATPase activity, phosphorylative mechanism	molecular_function	GO:0008553
1982	3727	protein binding	molecular_function	GO:0005515
1982	5939	zinc ion binding	molecular_function	GO:0008270
1987	3737	GTP binding	molecular_function	GO:0005525
1987	5344	small GTPase mediated signal transduction	biological_process	GO:0007264
1987	2378	GTPase activity	molecular_function	GO:0003924
1987	3727	protein binding	molecular_function	GO:0005515
1987	4994	intracellular protein transport	biological_process	GO:0006886
1987	5019	nucleocytoplasmic transport	biological_process	GO:0006913
1987	5250	signal transduction	biological_process	GO:0007165
1987	3827	intracellular	cellular_component	GO:0005622
1987	8400	protein transport	biological_process	GO:0015031
1989	2175	nucleic acid binding	molecular_function	GO:0003676
1989	3827	intracellular	cellular_component	GO:0005622
1989	5939	zinc ion binding	molecular_function	GO:0008270
1993	2176	DNA binding	molecular_function	GO:0003677
1993	2909	nuclease activity	molecular_function	GO:0004518
1993	3727	protein binding	molecular_function	GO:0005515
1993	3838	nucleus	cellular_component	GO:0005634
1993	4420	DNA metabolic process	biological_process	GO:0006259
1993	18089	phosphoric ester hydrolase activity	molecular_function	GO:0042578
1993	19229	T/G mismatch-specific endonuclease activity	molecular_function	GO:0043765
1994	2175	nucleic acid binding	molecular_function	GO:0003676
1994	2914	ribonuclease H activity	molecular_function	GO:0004523
1996	2796	hexokinase activity	molecular_function	GO:0004396
1997	2290	catalytic activity	molecular_function	GO:0003824
1999	3990	cis-Golgi network	cellular_component	GO:0005801
1999	4996	ER to Golgi vesicle-mediated transport	biological_process	GO:0006888
1999	4927	transport	biological_process	GO:0006810
2000	5939	zinc ion binding	molecular_function	GO:0008270
2001	2315	3-deoxy-7-phosphoheptulonate synthase activity	molecular_function	GO:0003849
2001	6682	aromatic amino acid family biosynthetic process	biological_process	GO:0009073
2002	3727	protein binding	molecular_function	GO:0005515
2003	3421	guanyl-nucleotide exchange factor activity	molecular_function	GO:0005085
2003	3737	GTP binding	molecular_function	GO:0005525
2003	24274	GTPase binding	molecular_function	GO:0051020
2006	5830	metabolic process	biological_process	GO:0008152
2006	9823	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	molecular_function	GO:0016616
2006	24535	NAD binding	molecular_function	GO:0051287
2006	22441	cofactor binding	molecular_function	GO:0048037
2006	6479	formate dehydrogenase activity	molecular_function	GO:0008863
2006	6923	formate dehydrogenase complex	cellular_component	GO:0009326
2008	3043	protein kinase activity	molecular_function	GO:0004672
2008	3736	ATP binding	molecular_function	GO:0005524
2008	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2008	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2009	2817	hydroxymethylglutaryl-CoA lyase activity	molecular_function	GO:0004419
2009	2290	catalytic activity	molecular_function	GO:0003824
2010	2175	nucleic acid binding	molecular_function	GO:0003676
2010	3736	ATP binding	molecular_function	GO:0005524
2010	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
2010	2792	helicase activity	molecular_function	GO:0004386
2011	2227	structural constituent of ribosome	molecular_function	GO:0003735
2011	3827	intracellular	cellular_component	GO:0005622
2011	4025	ribosome	cellular_component	GO:0005840
2011	4556	translation	biological_process	GO:0006412
2012	2290	catalytic activity	molecular_function	GO:0003824
2012	3087	phosphoprotein phosphatase activity	molecular_function	GO:0004721
2012	3089	calcium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004723
2012	3090	magnesium-dependent protein serine/threonine phosphatase activity	molecular_function	GO:0004724
2012	4132	magnesium-dependent protein serine/threonine phosphatase complex	cellular_component	GO:0005963
2012	6080	CTD phosphatase activity	molecular_function	GO:0008420
2012	6240	calcium-dependent protein serine/threonine phosphatase regulator activity	molecular_function	GO:0008597
2012	10186	myosin phosphatase activity	molecular_function	GO:0017018
2012	10187	myosin phosphatase regulator activity	molecular_function	GO:0017020
2012	10190	myosin phosphatase complex	cellular_component	GO:0017023
2013	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
2013	19152	post-translational protein modification	biological_process	GO:0043687
2013	24495	regulation of protein metabolic process	biological_process	GO:0051246
2013	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
2013	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
2013	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
2013	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
2013	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
2014	3966	peroxisome	cellular_component	GO:0005777
2015	3708	binding	molecular_function	GO:0005488
2020	3433	Rab GTPase activator activity	molecular_function	GO:0005097
2020	3827	intracellular	cellular_component	GO:0005622
2020	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
2023	3708	binding	molecular_function	GO:0005488
2024	2700	subtilase activity	molecular_function	GO:0004289
2024	4639	proteolysis	biological_process	GO:0006508
2024	18306	identical protein binding	molecular_function	GO:0042802
2024	18579	negative regulation of catalytic activity	biological_process	GO:0043086
2024	2687	cerevisin activity	molecular_function	GO:0004262
2025	5830	metabolic process	biological_process	GO:0008152
2025	3930	cytoplasm	cellular_component	GO:0005737
2025	4699	tryptophan catabolic process	biological_process	GO:0006569
2025	7026	NAD biosynthetic process	biological_process	GO:0009435
2025	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
2025	13309	kynureninase activity	molecular_function	GO:0030429
2026	9985	hydrolase activity	molecular_function	GO:0016787
2026	21842	nucleoside-triphosphate diphosphatase activity	molecular_function	GO:0047429
2027	2461	adenylate kinase activity	molecular_function	GO:0004017
2028	3838	nucleus	cellular_component	GO:0005634
2028	13391	transcription regulator activity	molecular_function	GO:0030528
2028	19908	regulation of transcription	biological_process	GO:0045449
2029	2700	subtilase activity	molecular_function	GO:0004289
2029	4639	proteolysis	biological_process	GO:0006508
2032	2176	DNA binding	molecular_function	GO:0003677
2032	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
2032	3838	nucleus	cellular_component	GO:0005634
2032	3868	transcription factor TFIID complex	cellular_component	GO:0005669
2032	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2032	4515	transcription initiation from RNA polymerase II promoter	biological_process	GO:0006367
2034	5830	metabolic process	biological_process	GO:0008152
2034	10024	lyase activity	molecular_function	GO:0016829
2037	3043	protein kinase activity	molecular_function	GO:0004672
2037	3736	ATP binding	molecular_function	GO:0005524
2037	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2037	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2037	81	cell cycle checkpoint	biological_process	GO:0000075
2037	3838	nucleus	cellular_component	GO:0005634
2037	3052	protein kinase CK2 activity	molecular_function	GO:0004682
2038	3012	phosphoribosylaminoimidazole carboxylase activity	molecular_function	GO:0004638
2038	4351	'de novo' IMP biosynthetic process	biological_process	GO:0006189
2038	6917	phosphoribosylaminoimidazole carboxylase complex	cellular_component	GO:0009320
2038	2290	catalytic activity	molecular_function	GO:0003824
2038	3736	ATP binding	molecular_function	GO:0005524
2043	9320	membrane	cellular_component	GO:0016020
2043	23872	delta14-sterol reductase activity	molecular_function	GO:0050613
2045	3827	intracellular	cellular_component	GO:0005622
2045	3923	nucleolus	cellular_component	GO:0005730
2045	5951	cell proliferation	biological_process	GO:0008283
2048	4283	electron transport	biological_process	GO:0006118
2048	9710	oxidoreductase activity	molecular_function	GO:0016491
2062	5830	metabolic process	biological_process	GO:0008152
2062	6075	acyltransferase activity	molecular_function	GO:0008415
2063	2543	cholinesterase activity	molecular_function	GO:0004104
2064	281	magnesium ion binding	molecular_function	GO:0000287
2064	9940	transferase activity	molecular_function	GO:0016740
2064	13821	thiamin pyrophosphate binding	molecular_function	GO:0030976
2064	2290	catalytic activity	molecular_function	GO:0003824
2064	2432	acetolactate synthase activity	molecular_function	GO:0003984
2064	6691	branched chain family amino acid biosynthetic process	biological_process	GO:0009082
2064	23919	FAD binding	molecular_function	GO:0050660
2067	5788	alcohol dehydrogenase (NADP+) activity	molecular_function	GO:0008106
2069	2176	DNA binding	molecular_function	GO:0003677
2069	3736	ATP binding	molecular_function	GO:0005524
2069	586	chromatin	cellular_component	GO:0000785
2069	2180	chromatin binding	molecular_function	GO:0003682
2069	3838	nucleus	cellular_component	GO:0005634
2069	4483	chromatin assembly or disassembly	biological_process	GO:0006333
2069	2175	nucleic acid binding	molecular_function	GO:0003676
2069	2792	helicase activity	molecular_function	GO:0004386
2071	2328	3-isopropylmalate dehydrogenase activity	molecular_function	GO:0003862
2071	3930	cytoplasm	cellular_component	GO:0005737
2071	6706	leucine biosynthetic process	biological_process	GO:0009098
2073	4977	amino acid transport	biological_process	GO:0006865
2073	8535	amino acid transmembrane transporter activity	molecular_function	GO:0015171
2073	9320	membrane	cellular_component	GO:0016020
2073	9321	integral to membrane	cellular_component	GO:0016021
2073	4927	transport	biological_process	GO:0006810
2074	3433	Rab GTPase activator activity	molecular_function	GO:0005097
2074	3827	intracellular	cellular_component	GO:0005622
2074	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
2075	3736	ATP binding	molecular_function	GO:0005524
2075	4927	transport	biological_process	GO:0006810
2075	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
2075	9320	membrane	cellular_component	GO:0016020
2075	281	magnesium ion binding	molecular_function	GO:0000287
2075	2456	phospholipid-translocating ATPase activity	molecular_function	GO:0004012
2075	9220	phospholipid transport	biological_process	GO:0015914
2075	9321	integral to membrane	cellular_component	GO:0016021
2075	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
2077	2175	nucleic acid binding	molecular_function	GO:0003676
2077	9367	mRNA metabolic process	biological_process	GO:0016071
2077	2216	RNA binding	molecular_function	GO:0003723
2079	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
2079	19152	post-translational protein modification	biological_process	GO:0043687
2079	24495	regulation of protein metabolic process	biological_process	GO:0051246
2079	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
2079	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
2079	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
2079	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
2079	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
2083	9985	hydrolase activity	molecular_function	GO:0016787
2086	162	nucleotide binding	molecular_function	GO:0000166
2086	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
2086	3736	ATP binding	molecular_function	GO:0005524
2089	4993	regulation of pH	biological_process	GO:0006885
2089	8649	solute:hydrogen antiporter activity	molecular_function	GO:0015299
2089	9321	integral to membrane	cellular_component	GO:0016021
2091	2623	serine carboxypeptidase activity	molecular_function	GO:0004185
2091	4639	proteolysis	biological_process	GO:0006508
2091	2624	carboxypeptidase C activity	molecular_function	GO:0004186
2091	2685	vacuolar carboxypeptidase Y	molecular_function	GO:0004258
2095	3043	protein kinase activity	molecular_function	GO:0004672
2095	3736	ATP binding	molecular_function	GO:0005524
2095	4602	protein amino acid phosphorylation	biological_process	GO:0006468
2095	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
2095	3046	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
2095	3047	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
2095	3048	DNA-dependent protein kinase activity	molecular_function	GO:0004677
2095	3049	AMP-activated protein kinase activity	molecular_function	GO:0004679
2095	3050	casein kinase activity	molecular_function	GO:0004680
2095	3051	casein kinase I activity	molecular_function	GO:0004681
2095	3057	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
2095	3061	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
2095	3062	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
2095	3063	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
2095	3065	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
2095	3067	atypical protein kinase C activity	molecular_function	GO:0004700
2095	3068	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
2095	3070	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
2095	3071	JUN kinase activity	molecular_function	GO:0004705
2095	3072	JUN kinase kinase kinase activity	molecular_function	GO:0004706
2095	3074	MAP kinase kinase activity	molecular_function	GO:0004708
2095	3076	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
2095	3077	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
2095	3084	Janus kinase activity	molecular_function	GO:0004718
2095	6004	MAP kinase 1 activity	molecular_function	GO:0008338
2095	6005	MP kinase activity	molecular_function	GO:0008339
2095	6015	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
2095	6196	JUN kinase kinase activity	molecular_function	GO:0008545
2095	10102	MAP kinase 2 activity	molecular_function	GO:0016908
2095	10103	SAP kinase activity	molecular_function	GO:0016909
2095	11472	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
2095	12154	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
2095	17037	GTP-dependent protein kinase activity	molecular_function	GO:0034211
2097	4513	rRNA processing	biological_process	GO:0006364
2097	14875	small subunit processome	cellular_component	GO:0032040
2099	3727	protein binding	molecular_function	GO:0005515
2099	5939	zinc ion binding	molecular_function	GO:0008270
2099	2175	nucleic acid binding	molecular_function	GO:0003676
2099	3827	intracellular	cellular_component	GO:0005622
2100	9985	hydrolase activity	molecular_function	GO:0016787
2100	3128	sphingomyelin phosphodiesterase activity	molecular_function	GO:0004767
2102	3727	protein binding	molecular_function	GO:0005515
2102	5939	zinc ion binding	molecular_function	GO:0008270
2102	3967	peroxisomal membrane	cellular_component	GO:0005778
2102	5126	peroxisome organization and biogenesis	biological_process	GO:0007031
2106	3112	riboflavin synthase activity	molecular_function	GO:0004746
2106	6946	riboflavin synthase complex	cellular_component	GO:0009349
2107	4639	proteolysis	biological_process	GO:0006508
2107	5905	peptidase activity	molecular_function	GO:0008233
2108	2290	catalytic activity	molecular_function	GO:0003824
2108	3827	intracellular	cellular_component	GO:0005622
2108	9366	RNA metabolic process	biological_process	GO:0016070
2114	2176	DNA binding	molecular_function	GO:0003677
2114	3736	ATP binding	molecular_function	GO:0005524
2114	2175	nucleic acid binding	molecular_function	GO:0003676
2114	2792	helicase activity	molecular_function	GO:0004386
2115	4535	tRNA splicing	biological_process	GO:0006388
2115	9970	transferase activity, transferring phosphorus-containing groups	molecular_function	GO:0016772
2115	212	tRNA 2'-phosphotransferase activity	molecular_function	GO:0000215
2119	2196	transcription factor activity	molecular_function	GO:0003700
2119	3838	nucleus	cellular_component	GO:0005634
2119	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2119	5939	zinc ion binding	molecular_function	GO:0008270
2121	147	1,3-beta-glucan synthase complex	cellular_component	GO:0000148
2121	2309	1,3-beta-glucan synthase activity	molecular_function	GO:0003843
2121	4243	1,3-beta-glucan biosynthetic process	biological_process	GO:0006075
2121	9320	membrane	cellular_component	GO:0016020
2122	2748	glucosamine-6-phosphate deaminase activity	molecular_function	GO:0004342
2122	4212	N-acetylglucosamine metabolic process	biological_process	GO:0006044
2122	4143	carbohydrate metabolic process	biological_process	GO:0005975
2125	2196	transcription factor activity	molecular_function	GO:0003700
2125	3838	nucleus	cellular_component	GO:0005634
2125	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
2125	19030	sequence-specific DNA binding	molecular_function	GO:0043565
2126	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
2126	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
2126	45	mannosyltransferase activity	molecular_function	GO:0000030
2126	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
2126	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
2126	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
2126	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
2126	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
2126	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
2126	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
2126	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
2126	6042	galactosyltransferase activity	molecular_function	GO:0008378
2126	6077	fucosyltransferase activity	molecular_function	GO:0008417
2126	6376	O antigen polymerase activity	molecular_function	GO:0008755
2126	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
2126	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
2126	9958	cellulose synthase activity	molecular_function	GO:0016759
2126	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
2126	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
2126	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
2126	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
2126	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
2126	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
2126	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
2126	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
2126	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
2126	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
2126	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
2126	20962	glucosyltransferase activity	molecular_function	GO:0046527
2126	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
2126	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
2128	4440	DNA repair	biological_process	GO:0006281
2128	2353	DNA-directed DNA polymerase activity	molecular_function	GO:0003887
2128	16887	DNA polymerase activity	molecular_function	GO:0034061
2130	3930	cytoplasm	cellular_component	GO:0005737
2130	4995	exocytosis	biological_process	GO:0006887
2130	22636	vesicle docking	biological_process	GO:0048278
2131	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
2131	2826	1-phosphatidylinositol 4-kinase activity	molecular_function	GO:0004430
2136	3211	uroporphyrinogen decarboxylase activity	molecular_function	GO:0004853
2136	4896	porphyrin biosynthetic process	biological_process	GO:0006779
2143	2882	methylmalonate-semialdehyde dehydrogenase (acylating) activity	molecular_function	GO:0004491
2143	4703	valine metabolic process	biological_process	GO:0006573
2143	5830	metabolic process	biological_process	GO:0008152
2143	9710	oxidoreductase activity	molecular_function	GO:0016491
2145	3727	protein binding	molecular_function	GO:0005515
2147	2216	RNA binding	molecular_function	GO:0003723
2149	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
2149	3708	binding	molecular_function	GO:0005488
2159	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
2159	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
2159	5847	C-methyltransferase activity	molecular_function	GO:0008169
2159	5848	N-methyltransferase activity	molecular_function	GO:0008170
2159	5849	O-methyltransferase activity	molecular_function	GO:0008171
2159	5850	S-methyltransferase activity	molecular_function	GO:0008172
2159	5851	RNA methyltransferase activity	molecular_function	GO:0008173
2159	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
2159	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
2159	5945	protein methyltransferase activity	molecular_function	GO:0008276
2159	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
2159	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
2159	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
2159	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
2159	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
2159	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
2159	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
2159	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
2159	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
2159	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
2159	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
2159	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
2159	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
2159	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
2159	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
2159	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
2159	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
2159	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
2159	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
2159	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
2159	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
2159	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
2159	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
2159	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
2159	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
2159	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
2159	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
